name_id,date,time,correct,displaced,first_condition,degree,degree_type,energy,conditionbody
2,2019-07-04,11:35:00,1%,0%,Mars,0,Applying,Positive,Moon
2,2019-07-04,11:35:00,1%,0%,Mercury,2,Applying,Positive,Moon
1,2019-06-03,11:50:00,0.5%,0.5%,Sun,2,Applying,Positive,Moon
1,2019-06-24,09:00:00,0.3%,0.7%,Neptune,0,Applying,Positive,Moon
1,2019-07-04,10:10:00,1%,0%,Mercury,3,Applying,Positive,Moon
1,2019-07-04,10:10:00,1%,0%,Mars,0,Applying,Positive,Moon
3,2019-04-30,08:37:00,0.875%,0.125%,Neptune,3,Applying,Positive,Moon
3,2019-06-03,11:50:00,0.6%,0.4%,Sun,2,Applying,Positive,Moon
3,2019-06-24,09:00:00,1%,0%,Neptune,0,Applying,Positive,Moon
3,2019-07-04,10:10:00,0%,1%,Mars,0,Applying,Positive,Moon
3,2019-07-04,10:10:00,0%,1%,Mercury,3,Applying,Positive,Moon
4,2019-04-30,10:05:00,0.16666666666666666%,0.8333333333333334%,Neptune,3,Applying,Positive,Moon
4,2019-06-03,09:30:00,0.8333333333333334%,0.16666666666666666%,Sun,3,Applying,Positive,Moon
4,2019-06-24,09:25:00,0.25%,0.75%,Neptune,0,Applying,Positive,Moon
4,2019-07-04,11:25:00,0.5%,0.5%,Mars,0,Applying,Positive,Moon
4,2019-07-04,11:25:00,0.5%,0.5%,Mercury,2,Applying,Positive,Moon
3,2019-08-12,09:35:00,1%,0%,Saturn,3,Applying,Positive,Moon
3,2019-09-28,09:15:00,0.6428571428571429%,0.35714285714285715%,Mars,0,Applying,Positive,Moon
3,2019-10-15,08:15:00,0.6875%,0.3125%,Uranus,0,Applying,Positive,Moon
2,2019-10-28,08:30:00,0.7083333333333334%,0.2916666666666667%,Sun,0,Applying,Positive,Moon
2,2019-09-28,09:15:00,0.5833333333333334%,0.4166666666666667%,Mars,0,Applying,Positive,Moon
3,2019-10-28,08:30:00,1%,0%,Sun,0,Applying,Positive,Moon
4,2019-08-12,13:55:00,1%,0%,Saturn,1,Applying,Positive,Moon
4,2019-10-03,16:20:00,0.75%,0.25%,Ceres,1,Applying,Positive,Moon
1,2019-08-12,09:35:00,0.3%,0.7%,Saturn,3,Applying,Positive,Moon
1,2019-09-17,14:30:00,1%,0%,Uranus,0,Applying,Positive,Moon
1,2019-09-28,09:45:00,0.375%,0.625%,Mars,0,Applying,Positive,Moon
1,2019-10-03,16:20:00,1%,0%,Ceres,1,Applying,Positive,Moon
1,2019-10-15,08:15:00,1%,0%,Uranus,0,Applying,Positive,Moon
1,2019-10-28,08:15:00,0.42857142857142855%,0.5714285714285714%,Uranus,0,Applying,Positive,Moon
2,2019-11-28,13:05:00,1%,0%,Jupiter,1,Applying,Positive,Moon
2,2019-11-28,14:40:00,0%,1%,Jupiter,1,Applying,Positive,Moon
2,2019-12-04,14:20:00,1%,0%,Neptune,3,Applying,Positive,Moon
2,2019-12-08,14:40:00,0.4166666666666667%,0.5833333333333334%,Uranus,2,Applying,Positive,Moon
2,2019-12-23,09:10:00,1%,0%,Mars,0,Applying,Positive,Moon
2,2019-12-25,11:15:00,1%,0%,Mercury,2,Applying,Positive,Moon
2,2019-01-02,12:50:00,0.6666666666666666%,0.3333333333333333%,Chiron,0,Applying,Positive,Moon
2,2020-02-01,11:11:00,0.4166666666666667%,0.5833333333333334%,Uranus,0,Applying,Positive,Moon
3,2019-10-31,14:50:00,1%,0%,Jupiter,3,Applying,Positive,Moon
3,2019-11-28,14:40:00,0.75%,0.25%,Jupiter,1,Applying,Positive,Moon
1,2019-12-04,14:35:00,1%,0%,Neptune,3,Applying,Positive,Moon
3,2019-12-08,14:40:00,1%,0%,Uranus,2,Applying,Positive,Moon
3,2019-12-23,09:10:00,1%,0%,Mars,0,Applying,Positive,Moon
3,2019-12-25,11:15:00,1%,0%,Mercury,2,Applying,Positive,Moon
3,2020-01-02,12:50:00,1%,0%,Chiron,0,Applying,Positive,Moon
3,2020-02-01,11:11:00,0%,1%,Uranus,0,Applying,Positive,Moon
4,2019-12-04,14:35:00,1%,0%,Neptune,3,Applying,Positive,Moon
4,2019-12-08,14:50:00,0.25%,0.75%,Uranus,2,Applying,Positive,Moon
4,2019-12-25,10:55:00,0.5%,0.5%,Mercury,3,Applying,Positive,Moon
4,2020-01-02,12:35:00,0%,1%,Chiron,0,Applying,Positive,Moon
4,2020-02-01,11:30:00,0.625%,0.375%,Uranus,0,Applying,Positive,Moon
1,2019-11-28,14:15:00,1%,0%,Jupiter,1,Applying,Positive,Moon
2,2019-11-28,13:05:00,1%,0%,Jupiter,2,Applying,Positive,Moon
2,2019-11-28,14:40:00,0%,1%,Jupiter,2,Applying,Positive,Moon
1,2019-12-04,14:35:00,1%,0%,Neptune,3,Applying,Positive,Moon
1,2019-12-08,14:15:00,0%,1%,Uranus,2,Applying,Positive,Moon
1,2019-12-25,10:55:00,0.5625%,0.4375%,Mercury,3,Applying,Positive,Moon
1,2020-01-02,12:35:00,0.7142857142857143%,0.2857142857142857%,Chiron,0,Applying,Positive,Moon
1,2020-01-02,12:35:00,0.7142857142857143%,0.2857142857142857%,Neptune,3,Seperating,Negative,Moon
1,2020-02-01,11:30:00,0.4%,0.6%,Uranus,0,Applying,Positive,Moon
1,2020-03-18,12:50:00,0.6666666666666666%,0.3333333333333333%,Mars,0,Applying,Positive,Moon
1,2020-03-18,12:50:00,0.6666666666666666%,0.3333333333333333%,Jupiter,2,Applying,Positive,Moon
4,2020-03-18,12:50:00,0.125%,0.875%,Mars,0,Applying,Positive,Moon
4,2020-03-18,12:50:00,0.125%,0.875%,Jupiter,2,Applying,Positive,Moon
3,2020-03-18,12:50:00,1%,0%,Mars,0,Applying,Positive,Moon
3,2020-03-18,12:50:00,1%,0%,Jupiter,2,Applying,Positive,Moon
2,2020-03-18,07:35:00,0.8333333333333334%,0.16666666666666666%,Venus,3,Applying,Positive,Moon
1,2020-03-24,12:00:00,1%,0%,Sun,1,Applying,Positive,Moon
1,2020-03-24,12:00:00,1%,0%,Chiron,2,Applying,Positive,Moon
3,2020-03-24,12:00:00,1%,0%,Sun,1,Applying,Positive,Moon
3,2020-03-24,12:00:00,1%,0%,Chiron,2,Applying,Positive,Moon
4,2020-03-24,11:40:00,1%,0%,Sun,1,Applying,Positive,Moon
4,2020-03-24,11:40:00,1%,0%,Chiron,2,Applying,Positive,Moon
2,2020-03-24,11:40:00,1%,0%,Sun,1,Applying,Positive,Moon
2,2020-03-24,11:40:00,1%,0%,Chiron,2,Applying,Positive,Moon
1,2020-03-28,14:55:00,1%,0%,Venus,2,Applying,Positive,Moon
3,2020-03-28,14:55:00,1%,0%,Venus,2,Applying,Positive,Moon
2,2020-03-28,14:55:00,1%,0%,Venus,2,Applying,Positive,Moon
4,2020-03-28,14:55:00,0.5%,0.5%,Venus,2,Applying,Positive,Moon
1,2020-04-23,08:00:00,0%,1%,Sun,0,Applying,Positive,Moon
1,2020-04-23,08:00:00,0%,1%,Uranus,3,Applying,Positive,Moon
2,2020-04-23,08:00:00,0%,1%,Sun,0,Applying,Positive,Moon
2,2020-04-23,08:00:00,0%,1%,Uranus,3,Applying,Positive,Moon
4,2020-04-23,08:00:00,0%,1%,Sun,0,Applying,Positive,Moon
4,2020-04-23,08:00:00,0%,1%,Uranus,3,Applying,Positive,Moon
3,2020-04-23,08:00:00,0.6666666666666666%,0.3333333333333333%,Sun,0,Applying,Positive,Moon
3,2020-04-23,08:00:00,0.6666666666666666%,0.3333333333333333%,Uranus,3,Applying,Positive,Moon
1,2020-04-26,14:40:00,0.6666666666666666%,0.3333333333333333%,Venus,3,Applying,Positive,Moon
2,2020-04-26,14:40:00,0%,1%,Venus,3,Applying,Positive,Moon
4,2020-04-26,14:40:00,0.75%,0.25%,Venus,3,Applying,Positive,Moon
3,2020-04-26,14:40:00,1%,0%,Venus,3,Applying,Positive,Moon
3,2020-05-12,09:45:00,1%,0%,Pluto,1,Applying,Positive,Moon
3,2020-05-12,09:45:00,1%,0%,Jupiter,3,Applying,Positive,Moon
1,2020-05-12,09:45:00,0.08333333333333333%,0.9166666666666666%,Pluto,1,Applying,Positive,Moon
1,2020-05-12,09:45:00,0.08333333333333333%,0.9166666666666666%,Jupiter,3,Applying,Positive,Moon
2,2020-05-12,09:45:00,0.8333333333333334%,0.16666666666666666%,Pluto,1,Applying,Positive,Moon
2,2020-05-12,09:45:00,0.8333333333333334%,0.16666666666666666%,Jupiter,3,Applying,Positive,Moon
4,2020-05-12,09:45:00,0.25%,0.75%,Pluto,1,Applying,Positive,Moon
4,2020-05-12,09:45:00,0.25%,0.75%,Jupiter,3,Applying,Positive,Moon
3,2020-05-15,06:35:00,1%,0%,Mars,1,Applying,Positive,Moon
1,2020-05-15,06:35:00,1%,0%,Mars,1,Applying,Positive,Moon
4,2020-05-15,06:35:00,1%,0%,Mars,1,Applying,Positive,Moon
2,2020-05-15,06:35:00,1%,0%,Mars,1,Applying,Positive,Moon
2,2020-06-12,11:00:00,0.75%,0.25%,Ceres,1,Applying,Positive,Moon
4,2020-06-12,11:00:00,0.875%,0.125%,Ceres,1,Applying,Positive,Moon
3,2020-06-12,11:00:00,1%,0%,Ceres,1,Applying,Positive,Moon
1,2020-06-12,11:00:00,0.9166666666666666%,0.08333333333333333%,Ceres,1,Applying,Positive,Moon
3,2020-06-17,08:40:00,1%,0%,Uranus,0,Applying,Positive,Moon
2,2020-06-17,08:40:00,0.6666666666666666%,0.5%,Uranus,0,Applying,Positive,Moon
1,2020-06-17,08:40:00,0.6875%,0.3125%,Uranus,0,Applying,Positive,Moon
4,2020-06-17,08:40:00,0.5%,0.5%,Uranus,0,Applying,Positive,Moon
1,2020-06-19,10:35:00,0.3333333333333333%,0.6666666666666666%,Venus,2,Applying,Positive,Moon
4,2020-06-18,10:35:00,0.5%,0.5%,Venus,2,Applying,Positive,Moon
3,2020-06-19,10:35:00,0.8333333333333334%,0.16666666666666666%,Venus,2,Applying,Positive,Moon
2,2020-06-19,10:35:00,1%,0%,Venus,2,Applying,Positive,Moon
3,2020-07-17,08:55:00,1%,0%,Venus,1,Applying,Positive,Moon
2,2020-07-17,08:55:00,0.9166666666666666%,0.08333333333333333%,Venus,1,Applying,Positive,Moon
1,2020-07-17,08:55:00,1%,0%,Venus,1,Applying,Positive,Moon
4,2020-07-17,10:45:00,0.75%,0.25%,Venus,1,Applying,Positive,Moon
4,2020-07-17,08:55:00,1%,0%,Venus,1,Applying,Positive,Moon
1,2020-07-19,10:45:00,0%,1%,Mercury,0,Seperating,Positive,Moon
2,2020-07-19,10:45:00,0%,1%,Mercury,0,Seperating,Positive,Moon
3,2020-07-19,10:45:00,1%,0%,Mercury,0,Seperating,Positive,Moon
4,2020-07-17,10:45:00,0.75%,0.25%,Mercury,0,Seperating,Positive,Moon
4,2020-07-17,08:55:00,1%,0%,Mercury,0,Seperating,Positive,Moon
1,2020-08-06,01:40:00,0.16666666666666666%,0.8333333333333334%,Ceres,1,Applying,Positive,Moon
2,2020-08-06,01:40:00,0.16666666666666666%,0.8333333333333334%,Ceres,1,Applying,Positive,Moon
3,2020-08-06,01:40:00,0%,1%,Ceres,1,Applying,Positive,Moon
4,2020-08-06,01:40:00,0%,1%,Ceres,1,Applying,Positive,Moon
