time,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,ceres,sun,moon,north_node,south_node
A.D. 2019-Jul-17 12:20:00.0000 UTC,282.1292955,294.7932183,281.2543377,133.6980813,114.3814967,351.7286851,66.46786677,111.9023417,145.1022218,289.8623416,106.6938573,107.6009779,287.6009779
A.D. 2019-Jul-18 12:20:00.0000 UTC,282.8571187,294.5336753,281.2189545,134.4766489,114.8734503,353.1589073,67.30314603,112.3396425,146.1093544,289.697937,100.0797133,107.5994084,287.5994084
A.D. 2019-Jul-19 12:20:00.0000 UTC,283.6242794,294.2656093,281.1831021,135.2669334,115.3710193,354.5962945,68.11637367,112.7813194,147.1246742,289.5291485,92.45862481,107.5810211,287.5810211
A.D. 2019-Jul-20 12:20:00.0000 UTC,284.4256184,293.989119,281.146808,136.0690454,115.8743729,356.0395519,68.9086874,113.2275207,148.1478016,289.3560532,83.24820637,107.5461197,287.5461197
A.D. 2019-Jul-21 12:20:00.0000 UTC,285.2553953,293.7043079,281.1100984,136.8830837,116.3836824,357.4873488,69.6811658,113.6783966,149.1783306,289.178729,71.68197981,107.4989624,287.4989624
A.D. 2019-Jul-22 12:20:00.0000 UTC,286.107343,293.4112841,281.072999,137.7091339,116.8991208,358.9383266,70.43483129,114.1340992,150.2158289,288.9972547,56.93850982,107.4469503,287.4469503
A.D. 2019-Jul-23 12:20:00.0000 UTC,286.9747394,293.1101602,281.0355344,138.5472673,117.4208632,0.391106382,71.17065286,114.5947827,151.2598385,288.8117099,38.78266531,107.3990954,287.3990954
A.D. 2019-Jul-24 12:20:00.0000 UTC,287.8504929,292.8010535,280.997729,139.3975403,117.9490867,1.84429827,71.88954959,115.0606039,152.3098771,288.6221755,18.67067849,107.363617,287.363617
A.D. 2019-Jul-25 12:20:00.0000 UTC,288.7272398,292.4840861,280.9596068,140.259993,118.4839713,3.296510799,72.59239362,115.5317223,153.3654395,288.4287336,359.5097869,107.3459445,287.3459445
A.D. 2019-Jul-26 12:20:00.0000 UTC,289.5974502,292.159385,280.9211919,141.1346477,119.0256987,4.746358918,73.28001273,116.0083002,154.4259982,288.2314679,343.3318359,107.3473558,287.3473558
A.D. 2019-Jul-27 12:20:00.0000 UTC,290.4535383,291.8270821,280.8825087,142.0215078,119.5744534,6.192472909,73.9531931,116.4905029,155.491005,288.0304638,330.281642,107.3646334,287.3646334
A.D. 2019-Jul-28 12:20:00.0000 UTC,291.2879732,291.4873144,280.8435821,142.9205567,120.130422,7.633507584,74.61268241,116.9784986,156.5598929,287.8258093,319.5820029,107.3907465,287.3907465
A.D. 2019-Jul-29 12:20:00.0000 UTC,292.093385,291.1402242,280.8044383,143.8317565,120.6937931,9.068150321,75.25919229,117.472459,157.6320782,287.617595,310.3733981,107.4162751,287.4162751
A.D. 2019-Jul-30 12:20:00.0000 UTC,292.8626623,290.7859585,280.7651042,144.7550458,121.2647571,10.4951282,75.89340025,117.972558,158.706962,287.4059144,301.9466324,107.4311923,287.4311923
A.D. 2019-Jul-31 12:20:00.0000 UTC,293.5890376,290.4246686,280.7256069,145.6903385,121.8435045,11.91321535,76.51595146,118.4789715,159.7839328,287.190863,293.716171,107.4266526,287.4266526
A.D. 2019-Aug-01 12:20:00.0000 UTC,294.2661601,290.0565087,280.6859733,146.6375229,122.430226,13.3212392,77.1274597,118.9918765,160.8623702,286.972537,285.1353694,107.3965107,287.3965107
A.D. 2019-Aug-02 12:20:00.0000 UTC,294.8881525,289.6816345,280.6462283,147.5964613,123.0251116,14.71808571,77.72850799,119.5114506,161.941648,286.7510324,275.605427,107.3383862,287.3383862
A.D. 2019-Aug-03 12:20:00.0000 UTC,295.449656,289.3002026,280.6063945,148.56699,123.6283513,16.102704,78.31964975,120.0378726,163.0211386,286.526443,264.393807,107.254161,287.254161
A.D. 2019-Aug-04 12:20:00.0000 UTC,295.9458629,288.9123702,280.5664921,149.54892,124.2401361,17.47411022,78.90141082,120.5713235,164.1002162,286.2988599,250.6264388,107.149851,287.149851
A.D. 2019-Aug-05 12:20:00.0000 UTC,296.3725392,288.5182957,280.52654,150.5420372,124.8606595,18.83139104,79.47429235,121.1119878,165.1782593,286.0683718,233.5837361,107.0348448,287.0348448
A.D. 2019-Aug-06 12:20:00.0000 UTC,296.7260392,288.1181384,280.4865558,151.5461016,125.4901173,20.17370635,80.03877364,121.660054,166.2546531,285.8350643,213.6250317,106.9205622,286.9205622
A.D. 2019-Aug-07 12:20:00.0000 UTC,297.0033144,287.7120589,280.4465566,152.5608462,126.1287079,21.5002911,80.59531443,122.2157152,167.3287897,285.5990204,193.0142758,106.8186662,286.8186662
A.D. 2019-Aug-08 12:20:00.0000 UTC,297.2019187,287.3002182,280.4065584,153.5859755,126.7766308,22.81045636,81.14435637,122.7791676,168.4000696,285.3603201,174.5660957,106.7390554,286.7390554
A.D. 2019-Aug-09 12:20:00.0000 UTC,297.3200125,286.8827777,280.3665762,154.6211644,127.4340863,24.10358927,81.68632406,123.3506106,169.4679022,285.11904,159.4563245,106.6879562,286.6879562
A.D. 2019-Aug-10 12:20:00.0000 UTC,297.3563676,286.4598978,280.3266232,155.6660575,128.1012734,25.37915218,82.22162559,123.9302455,170.5317075,284.8752532,147.3010822,106.6664771,286.6664771
A.D. 2019-Aug-11 12:20:00.0000 UTC,297.3103733,286.0317383,280.2867109,156.7202686,128.7783901,26.6366813,82.7506533,124.5182755,171.5909175,284.6290296,137.2586037,106.6699667,286.6699667
A.D. 2019-Aug-12 12:20:00.0000 UTC,297.1820449,285.5984575,280.2468491,157.7833811,129.4656322,27.8757851,83.27378456,125.1149052,172.6449781,284.3804358,128.5805695,106.6884179,286.6884179
A.D. 2019-Aug-13 12:20:00.0000 UTC,296.9720312,285.1602128,280.2070455,158.8549484,130.1631926,29.09614128,83.79138231,125.7203401,173.6933505,284.1295352,120.7042987,106.7080141,286.7080141
A.D. 2019-Aug-14 12:20:00.0000 UTC,296.681621,284.7171616,280.1673063,159.9344941,130.871261,30.29749384,84.30379576,126.3347866,174.7355128,283.876388,113.2073675,106.7137127,286.7137127
A.D. 2019-Aug-15 12:20:00.0000 UTC,296.3127438,284.2694617,280.1276356,161.0215137,131.5900234,31.47965042,84.81136143,126.958452,175.7709618,283.6210521,105.7480124,106.6924863,286.6924863
A.D. 2019-Aug-16 12:20:00.0000 UTC,295.8679612,283.8172708,280.0880366,162.1154754,132.3196618,32.64247869,85.31440399,127.5915446,176.7992147,283.3635829,98.01642818,106.6365354,286.6365354
A.D. 2019-Aug-17 12:20:00.0000 UTC,295.3504445,283.3607441,280.048511,163.2158214,133.0603532,33.78590214,85.81323679,128.2342727,177.8198095,283.1040335,89.69712001,106.5456314,286.5456314
A.D. 2019-Aug-18 12:20:00.0000 UTC,294.7639349,282.9000347,280.0090594,164.3219694,133.812269,34.90989644,86.30816282,128.8868451,178.8323064,282.8424556,80.4418864,106.4277332,286.4277332
A.D. 2019-Aug-19 12:20:00.0000 UTC,294.1126855,282.4352942,279.9696818,165.4333142,134.5755746,36.01448591,86.79947567,129.5494707,179.8362888,282.5788991,69.86301355,106.2972857,286.2972857
A.D. 2019-Aug-20 12:20:00.0000 UTC,293.4013831,281.9666731,279.9303774,166.5492302,135.3504286,37.09973955,87.28746024,130.2223582,180.8313638,282.313413,57.57764482,106.1718399,286.1718399
A.D. 2019-Aug-21 12:20:00.0000 UTC,292.6350533,281.4943209,279.8911456,167.669073,136.1369819,38.1657676,87.77239367,130.9057156,181.8171633,282.0460451,43.35926341,106.0674656,286.0674656
A.D. 2019-Aug-22 12:20:00.0000 UTC,291.8189531,281.0183866,279.8519853,168.7921821,136.9353769,39.21271791,88.25454603,131.5997501,182.7933444,281.7768431,27.41549288,105.9949372,285.9949372
A.D. 2019-Aug-23 12:20:00.0000 UTC,290.9584571,280.5390183,279.8128961,169.917883,137.7457465,40.24077234,88.73418108,132.3046676,183.7595891,281.5058544,10.59521711,105.9572941,285.9572941
A.D. 2019-Aug-24 12:20:00.0000 UTC,290.0589451,280.0563637,279.7738777,171.0454902,138.5682131,41.25014367,89.211557,133.0206716,184.7156051,281.2331267,354.1323293,105.9494568,285.9494568
A.D. 2019-Aug-25 12:20:00.0000 UTC,289.1256964,279.5705703,279.7349311,172.1743096,139.4028874,42.2410724,89.68692708,133.7479632,185.6611259,280.9587087,338.9913254,105.9596654,285.9596654
A.D. 2019-Aug-26 12:20:00.0000 UTC,288.1637988,279.0817855,279.6960581,173.3036409,140.2498667,43.21382353,90.16054016,134.4867397,186.5959102,280.6826505,325.4878279,105.9720846,285.9720846
A.D. 2019-Aug-27 12:20:00.0000 UTC,287.1780742,278.590157,279.6572619,174.4327809,141.1092337,44.16868382,90.63264098,135.2371934,187.5197423,280.4050044,313.4234553,105.9698957,285.9698957
A.D. 2019-Aug-28 12:20:00.0000 UTC,286.1730228,278.0958321,279.6185468,175.5610268,141.9810548,45.10595909,91.10347029,135.9995106,188.432433,280.1258246,302.3722671,105.9382821,285.9382821
A.D. 2019-Aug-29 12:20:00.0000 UTC,285.1527875,277.5989581,279.5799179,176.6876792,142.8653782,46.02597089,91.57326428,136.7738697,189.333819,279.845167,291.8572711,105.866878,285.866878
A.D. 2019-Aug-30 12:20:00.0000 UTC,284.121134,277.0996799,279.5413799,177.8120454,143.7622332,46.92905303,92.04225409,137.5604404,190.2237636,279.5630878,281.4081031,105.7514152,285.7514152
A.D. 2019-Aug-31 12:20:00.0000 UTC,283.0814472,276.5981403,279.5029366,178.9334428,144.6716292,47.8155483,92.51066571,138.3593828,191.1021557,279.2796423,270.5617684,105.5944298,285.5944298
A.D. 2019-Sep-01 12:20:00.0000 UTC,282.0367401,276.0944788,279.4645888,180.0512024,145.5935562,48.68580632,92.97872108,139.170848,191.9689096,278.9948837,258.8563795,105.4049727,285.4049727
A.D. 2019-Sep-02 12:20:00.0000 UTC,280.9896718,275.5888322,279.4263305,181.1646718,146.5279847,49.54018262,93.44663996,139.9949778,192.8239646,278.7088628,245.8613315,105.1973414,285.1973414
A.D. 2019-Sep-03 12:20:00.0000 UTC,279.9425686,275.0813347,279.3881507,182.2732171,147.4748649,50.37903765,93.91464133,140.8319045,193.6672825,278.4216276,231.2959018,104.9889587,284.9889587
A.D. 2019-Sep-04 12:20:00.0000 UTC,278.8974509,274.5721176,279.3500447,183.3762244,148.4341248,51.20273637,94.38294445,141.681749,194.4988458,278.1332225,215.2595918,104.797647,284.797647
A.D. 2019-Sep-05 12:20:00.0000 UTC,277.8560795,274.0613096,279.3120149,184.4731015,149.4056689,52.01164767,94.85176927,142.5446193,195.3186561,277.8436887,198.4327897,104.6386753,284.6386753
A.D. 2019-Sep-06 12:20:00.0000 UTC,276.8199699,273.5490358,279.2740621,185.5632789,150.3893756,52.80614272,95.32133603,143.420608,196.1267318,277.5530632,181.9185701,104.5220374,284.5220374
A.D. 2019-Sep-07 12:20:00.0000 UTC,275.7904117,273.0354181,279.2361827,186.6462105,151.3850956,53.58659357,95.79186504,144.3097909,196.9231063,277.2613793,166.6914392,104.450443,284.450443
A.D. 2019-Sep-08 12:20:00.0000 UTC,274.768505,272.5205749,279.19837,187.7213757,152.3926512,54.35337211,96.26357683,145.212225,197.707827,276.9686671,153.1842657,104.4184462,284.4184462
A.D. 2019-Sep-09 12:20:00.0000 UTC,273.755185,272.0046213,279.1606154,188.7882799,153.411835,55.10684877,96.73669207,146.1279476,198.4809541,276.6749532,141.3326458,104.4130034,284.4130034
A.D. 2019-Sep-10 12:20:00.0000 UTC,272.7512431,271.4876696,279.1229083,189.8464554,154.4424088,55.84739131,97.21143166,147.0569742,199.2425591,276.3802616,130.8273105,104.4155473,284.4155473
A.D. 2019-Sep-11 12:20:00.0000 UTC,271.7573472,270.9698289,279.0852369,190.8954628,155.4841036,56.57536437,97.68801728,147.9992976,199.9927246,276.0846138,121.3041799,104.4054052,284.4054052
A.D. 2019-Sep-12 12:20:00.0000 UTC,270.7740585,270.4512058,279.0475879,191.9348911,156.5366186,57.2911285,98.16667149,148.9548865,200.7315425,275.7880292,112.4247919,104.3640864,284.3640864
A.D. 2019-Sep-13 12:20:00.0000 UTC,269.8018477,269.9319046,279.0099469,192.9643578,157.5996212,57.99503954,98.64761809,149.9236836,201.4591137,275.4905252,103.8918404,104.2796104,284.2796104
A.D. 2019-Sep-14 12:20:00.0000 UTC,268.8411092,269.4120273,278.9722985,193.98351,158.6727468,58.68744847,99.13108271,150.9056052,202.1755469,275.1921177,95.43863123,104.1497212,284.1497212
A.D. 2019-Sep-15 12:20:00.0000 UTC,267.8921733,268.8916744,278.9346268,194.992024,159.7555992,59.36870107,99.61729329,151.9005399,202.8809588,274.892822,86.81099537,103.9829814,283.9829814
A.D. 2019-Sep-16 12:20:00.0000 UTC,266.9553168,268.3709448,278.8969151,195.989605,160.8477507,60.03913738,100.1064804,152.9083467,203.5754719,274.5926525,77.74893359,103.796889,283.796889
A.D. 2019-Sep-17 12:20:00.0000 UTC,266.0307736,267.8499365,278.8591465,196.9759866,161.9487418,60.69909156,100.5988775,153.9288539,204.2592145,274.2916234,67.97241404,103.6135918,283.6135918
A.D. 2019-Sep-18 12:20:00.0000 UTC,265.1187428,267.3287466,278.8213042,197.9509308,163.0580828,61.34889205,101.0947219,154.9618586,204.9323205,273.9897492,57.17921646,103.4541798,283.4541798
A.D. 2019-Sep-19 12:20:00.0000 UTC,264.2193974,266.8074724,278.7833715,198.9142274,164.175254,61.98886163,101.5942553,156.0071252,205.5949282,273.6870456,45.07227789,103.3335803,283.3335803
A.D. 2019-Sep-20 12:20:00.0000 UTC,263.3328906,266.2862113,278.7453325,199.8656937,165.2997076,62.61931736,102.0977235,157.0643849,206.2471805,273.3835295,31.4452164,103.2573422,283.2573422
A.D. 2019-Sep-21 12:20:00.0000 UTC,262.4593635,265.7650616,278.7071719,200.8051732,166.4308681,63.24057081,102.6053779,158.1333344,206.8892244,273.0792197,16.34173035,103.2209646,283.2209646
A.D. 2019-Sep-22 12:20:00.0000 UTC,261.5989503,265.2441228,278.6688759,201.7325356,167.5681341,63.85292813,103.1174751,159.2136358,207.5212102,272.7741379,0.216018716,103.2115049,283.2115049
A.D. 2019-Sep-23 12:20:00.0000 UTC,260.7517851,264.7234963,278.6304316,202.647676,168.7108808,64.45669035,103.6342773,160.3049159,208.1432924,272.4683089,343.8940608,103.2106797,283.2106797
A.D. 2019-Sep-24 12:20:00.0000 UTC,259.9180066,264.2032858,278.5918279,203.5505139,169.8584608,65.05215332,104.1560529,161.406766,208.7556289,272.1617617,328.2345636,103.1985882,283.1985882
A.D. 2019-Sep-25 12:20:00.0000 UTC,259.097764,263.6835978,278.5530545,204.4409928,171.0102071,65.63960737,104.6830756,162.5187412,209.3583811,271.8545294,313.7541346,103.1573313,283.1573313
A.D. 2019-Sep-26 12:20:00.0000 UTC,258.2912218,263.1645413,278.5141022,205.3190789,172.1654357,66.21933691,105.2156245,163.6403617,209.9517139,271.5466496,300.5316573,103.0739987,283.0739987
A.D. 2019-Sep-27 12:20:00.0000 UTC,257.4985639,262.6462276,278.4749615,206.1847604,173.3234481,66.79161965,105.7539836,164.7711126,210.5357958,271.2381638,288.3483853,102.9426979,282.9426979
A.D. 2019-Sep-28 12:20:00.0000 UTC,256.7199987,262.1287701,278.4356228,207.0380458,174.4835347,67.35672588,106.2984424,165.9104455,211.1107976,270.9291167,276.8557986,102.7654351,282.7654351
A.D. 2019-Sep-29 12:20:00.0000 UTC,255.9557626,261.6122835,278.3960752,207.8789623,175.6449782,67.91491837,106.8492968,167.0577799,211.6768924,270.6195549,265.6745813,102.5517793,282.5517793
A.D. 2019-Sep-30 12:20:00.0000 UTC,255.2061255,261.096884,278.3563079,208.7075544,176.8070561,68.4664534,107.4068504,168.2125048,212.2342546,270.3095267,254.4341693,102.317359,282.317359
A.D. 2019-Oct-01 12:20:00.0000 UTC,254.471396,260.58269,278.31631,209.5238834,177.9690451,69.01158237,107.971417,169.3739815,212.7830604,269.9990814,242.7883309,102.0813902,282.0813902
A.D. 2019-Oct-02 12:20:00.0000 UTC,253.751926,260.0698213,278.2760704,210.3280258,179.1302234,69.55055298,108.5433208,170.5415447,213.3234865,269.688268,230.4373664,101.8635797,281.8635797
A.D. 2019-Oct-03 12:20:00.0000 UTC,253.0481162,259.5583987,278.2355779,211.1200725,180.2898726,70.08360965,109.1228966,171.7145045,213.8557101,269.3771351,217.1800213,101.6808639,281.6808639
A.D. 2019-Oct-04 12:20:00.0000 UTC,252.3604217,259.0485443,278.1948198,211.9001271,181.4472813,70.61099371,109.7104894,172.8921486,214.3799074,269.0657299,203.0018131,101.5444974,281.5444974
A.D. 2019-Oct-05 12:20:00.0000 UTC,251.6893588,258.5403804,278.1537823,212.6683047,182.6017474,71.13294318,110.3064545,174.073745,214.8962536,268.7540982,188.1616972,101.4579847,281.4579847
A.D. 2019-Oct-06 12:20:00.0000 UTC,251.0355119,258.0340297,278.1124503,213.4247306,183.7525806,71.64969235,110.9111574,175.2585446,215.4049216,268.442285,173.1828143,101.4162499,281.4162499
A.D. 2019-Oct-07 12:20:00.0000 UTC,250.3995421,257.5296157,278.0708067,214.1695385,184.8991048,72.16147177,111.5249739,176.445784,215.9060821,268.1303343,158.6837543,101.4062826,281.4062826
A.D. 2019-Oct-08 12:20:00.0000 UTC,249.7821967,257.0272622,278.0288334,214.9028701,186.0406609,72.66850824,112.1482904,177.6346891,216.3999029,267.8182901,145.1430389,101.4092988,281.4092988
A.D. 2019-Oct-09 12:20:00.0000 UTC,249.1843196,256.5270942,277.9865112,215.6248738,187.176609,73.17102495,112.7815045,178.8244784,216.8865491,267.5061963,132.7708523,101.4042156,281.4042156
A.D. 2019-Oct-10 12:20:00.0000 UTC,248.6068626,256.0292376,277.9438196,216.3357037,188.3063305,73.66924154,113.4250253,180.0143661,217.3661826,267.1940972,121.536605,101.3719307,281.3719307
A.D. 2019-Oct-11 12:20:00.0000 UTC,248.0508983,255.5338192,277.9007371,217.035519,189.4292301,74.1633744,114.0792741,181.2035658,217.8389623,266.8820377,111.2665258,101.2995512,281.2995512
A.D. 2019-Oct-12 12:20:00.0000 UTC,247.5176347,255.0409672,277.8572416,217.724483,190.5447378,74.65363692,114.7446845,182.3912939,218.3050441,266.5700637,101.727611,101.1836107,281.1836107
A.D. 2019-Oct-13 12:20:00.0000 UTC,247.0084307,254.550811,277.8133104,218.4027628,191.6523102,75.14023973,115.4217031,183.5767736,218.7645805,266.2582222,92.67262161,101.0310636,281.0310636
A.D. 2019-Oct-14 12:20:00.0000 UTC,246.5248137,254.0634813,277.7689201,219.0705281,192.7514315,75.62339089,116.1107896,184.7592366,219.2177206,265.9465616,83.85391563,100.8577682,280.8577682
A.D. 2019-Oct-15 12:20:00.0000 UTC,246.0684997,253.5791102,277.7240474,219.7279506,193.8416147,76.10329635,116.8124178,185.9379276,219.6646103,265.6351319,75.01897757,100.6844959,280.6844959
A.D. 2019-Oct-16 12:20:00.0000 UTC,245.6414151,253.0978316,277.6786692,220.3752041,194.9224028,76.58016047,117.5270754,187.1121073,220.1053922,265.3239858,65.89631819,100.5317201,280.5317201
A.D. 2019-Oct-17 12:20:00.0000 UTC,245.245721,252.6197817,277.6327633,221.0124641,195.9933691,77.05418643,118.2552648,188.2810555,220.5402061,265.013179,56.17719696,100.4147811,280.4147811
A.D. 2019-Oct-18 12:20:00.0000 UTC,244.8838393,252.145099,277.5863083,221.639907,197.054118,77.52557671,118.9975032,189.4440732,220.9691893,264.7027708,45.50044122,100.3407178,280.3407178
A.D. 2019-Oct-19 12:20:00.0000 UTC,244.5584818,251.6739246,277.5392846,222.2577109,198.1042853,77.99453354,119.7543223,190.6004857,221.3924766,264.3928248,33.45876963,100.307367,280.307367
A.D. 2019-Oct-20 12:20:00.0000 UTC,244.27268,251.2064029,277.4916739,222.8660546,199.1435384,78.46125917,120.5262682,191.7496452,221.8102011,264.0834093,19.67011265,100.3045569,280.3045569
A.D. 2019-Oct-21 12:20:00.0000 UTC,244.029817,250.7426813,277.4434597,223.4651181,200.1715762,78.92595609,121.313901,192.8909321,222.2224943,263.7745982,3.979358931,100.3167354,280.3167354
A.D. 2019-Oct-22 12:20:00.0000 UTC,243.8336593,250.2829109,277.3946274,224.0550825,201.1881293,79.38882709,122.1177939,194.0237581,222.6294863,263.4664709,346.7758574,100.3262616,280.3262616
A.D. 2019-Oct-23 12:20:00.0000 UTC,243.6883874,249.8272458,277.3451636,224.6361291,202.1929594,79.85007507,122.9385322,195.1475666,223.031306,263.1591128,329.1234975,100.3166968,280.3166968
A.D. 2019-Oct-24 12:20:00.0000 UTC,243.5986233,249.3758439,277.2950563,225.20844,203.1858588,80.30990264,123.7767123,196.2618349,223.4280815,262.8526154,312.3152192,100.2755925,280.2755925
A.D. 2019-Oct-25 12:20:00.0000 UTC,243.5694503,248.9288656,277.2442939,225.7721963,204.1666492,80.76851171,124.6329406,197.3660742,223.8199392,262.5470759,297.1753282,100.1964335,280.1964335
A.D. 2019-Oct-26 12:20:00.0000 UTC,243.6064227,248.486474,277.1928651,226.3275783,205.1351809,81.22610343,125.5078327,198.4598307,224.2070041,262.2425969,283.8396158,100.0795383,280.0795383
A.D. 2019-Oct-27 12:20:00.0000 UTC,243.7155564,248.0488345,277.1407593,226.8747643,206.0913313,81.68287863,126.4020135,199.5426847,224.589399,261.9392857,272.0085353,99.931841,279.931841
A.D. 2019-Oct-28 12:20:00.0000 UTC,243.9032944,247.6161142,277.0879661,227.4139308,207.0350033,82.13903908,127.3161165,200.6142516,224.9672449,261.6372539,261.2358056,99.7656169,279.7656169
A.D. 2019-Oct-29 12:20:00.0000 UTC,244.1764338,247.1884823,277.0344762,227.9452521,207.9661246,82.59478907,128.250783,201.674181,225.3406611,261.3366168,251.0720464,99.5963584,279.5963584
A.D. 2019-Oct-30 12:20:00.0000 UTC,244.5420018,246.7661098,276.9802813,228.4689016,208.8846468,83.05033677,129.2066606,202.7221575,225.7097659,261.0374921,241.1011546,99.44014,279.44014
A.D. 2019-Oct-31 12:20:00.0000 UTC,245.0070635,246.3491684,276.9253732,228.9850515,209.7905452,83.50589493,130.1843997,203.7579007,226.0746762,260.7399994,230.9328016,99.3108979,279.3108979
A.D. 2019-Nov-01 12:20:00.0000 UTC,245.5784433,245.9378304,276.8697434,229.4938729,210.6838167,83.96168095,131.1846505,204.7811648,226.4355081,260.4442585,220.1892605,99.2180599,279.2180599
A.D. 2019-Nov-02 12:20:00.0000 UTC,246.2623427,245.5322671,276.8133827,229.9955349,211.5644792,84.4179167,132.2080588,205.7917375,226.7923751,260.1503891,208.512273,99.1649121,279.1649121
A.D. 2019-Nov-03 12:20:00.0000 UTC,247.0638386,245.1326485,276.7562803,230.4902045,212.4325694,84.87482836,133.255262,206.7894391,227.1453888,259.8585103,195.6184557,99.1479933,279.1479933
A.D. 2019-Nov-04 12:20:00.0000 UTC,247.9862576,244.7391428,276.6984246,230.9780458,213.2881418,85.33264668,134.3268849,207.774121,227.4946579,259.5687406,181.4281146,99.1576756,279.1576756
A.D. 2019-Nov-05 12:20:00.0000 UTC,249.0304364,244.3519163,276.6398028,231.45922,214.1312665,85.79160719,135.423535,208.7456645,227.8402881,259.2811981,166.2337473,99.1799156,279.1799156
A.D. 2019-Nov-06 12:20:00.0000 UTC,250.193906,243.9711329,276.5804012,231.933885,214.9620282,86.2519506,136.5457971,209.7039787,228.1823819,258.9960007,150.7464729,99.198956,279.198956
A.D. 2019-Nov-07 12:20:00.0000 UTC,251.4700729,243.5969545,276.5202058,232.4021952,215.780525,86.71392352,137.6942279,210.6489999,228.5210391,258.7132662,135.8513647,99.2005365,279.2005365
A.D. 2019-Nov-08 12:20:00.0000 UTC,252.8475092,243.2295407,276.4592017,232.8643021,216.5868671,87.17777902,138.8693499,211.5806899,228.8563566,258.4331125,122.2104072,99.1749337,279.1749337
A.D. 2019-Nov-09 12:20:00.0000 UTC,254.3094975,242.8690483,276.397374,233.3203538,217.3811758,87.64377731,140.0716445,212.4990344,229.1884283,258.1556573,110.0629356,99.119077,279.119077
A.D. 2019-Nov-10 12:20:00.0000 UTC,255.8339915,242.5156317,276.3347075,233.7704948,218.1635823,88.11218643,141.3015444,213.4040416,229.5173454,257.8810181,99.3054217,99.0371943,279.0371943
A.D. 2019-Nov-11 12:20:00.0000 UTC,257.3941217,242.1694418,276.2711869,234.2148663,218.9342262,88.58328308,142.5594258,214.2957406,229.843196,257.6093123,89.66263999,98.939587,278.939587
A.D. 2019-Nov-12 12:20:00.0000 UTC,258.9593105,241.8306265,276.2067974,234.6536062,219.6932549,89.0573535,143.8456,215.1741795,230.1660652,257.340657,80.80724943,98.8399778,278.8399778
A.D. 2019-Nov-13 12:20:00.0000 UTC,260.4969403,241.4993304,276.1415247,235.0868487,220.4408224,89.53469455,145.1603039,216.0394244,230.4860356,257.0751692,72.40755191,98.7521118,278.7521118
A.D. 2019-Nov-14 12:20:00.0000 UTC,261.9743961,241.1756949,276.0753562,235.5147254,221.1770887,90.01561502,146.503691,216.891558,230.8031872,256.8129668,64.12842968,98.6866962,278.6866962
A.D. 2019-Nov-15 12:20:00.0000 UTC,263.3612028,240.8598589,276.0082809,235.9373653,221.9022197,90.50043685,147.8758217,217.7306788,231.1175983,256.5541687,55.60615984,98.6493435,278.6493435
A.D. 2019-Nov-16 12:20:00.0000 UTC,264.6309429,240.5519588,275.9402909,236.3548954,222.6163865,90.98949628,149.2766531,218.5568999,231.4293457,256.2988957,46.40582614,98.6399059,278.6399059
A.D. 2019-Nov-17 12:20:00.0000 UTC,265.7626912,240.2521289,275.8713808,236.7674414,223.3197649,91.48314481,150.7060287,219.370348,231.7385054,256.0472709,35.96664961,98.6531066,278.6531066
A.D. 2019-Nov-18 12:20:00.0000 UTC,266.7418078,239.9605017,275.8015479,237.1751269,224.0125354,91.98174984,152.1636678,220.1711625,232.0451527,255.7994199,23.56135417,98.6800804,278.6800804
A.D. 2019-Nov-19 12:20:00.0000 UTC,267.5600707,239.677208,275.7307921,237.5780748,224.6948823,92.48569551,153.6491565,220.9594944,232.3493622,255.555471,8.382739086,98.710355,278.710355
A.D. 2019-Nov-20 12:20:00.0000 UTC,268.2152401,239.4023767,275.6591156,237.9764062,225.3669932,92.99538334,155.1619389,221.7355048,232.6512083,255.3155552,350.043728,98.7338609,278.7338609
A.D. 2019-Nov-21 12:20:00.0000 UTC,268.7102212,239.1361351,275.5865228,238.3702402,226.0290586,93.51123305,156.70131,222.4993643,232.9507645,255.0798055,329.5834119,98.7426509,278.7426509
A.D. 2019-Nov-22 12:20:00.0000 UTC,269.0520111,238.878608,275.5130194,238.7596941,226.6812701,94.03368382,158.2664099,223.2512507,233.2481031,254.8483573,309.6186039,98.7321044,278.7321044
A.D. 2019-Nov-23 12:20:00.0000 UTC,269.2505914,238.6299178,275.4386129,239.1448818,227.3238199,94.5631957,159.8562187,223.9913475,233.5432949,254.6213469,292.3981917,98.701478,278.701478
A.D. 2019-Nov-24 12:20:00.0000 UTC,269.3178914,238.3901841,275.363312,239.5259144,227.9568994,95.10025212,161.4695542,224.7198425,233.8364088,254.3989116,278.4091985,98.6537676,278.6537676
A.D. 2019-Nov-25 12:20:00.0000 UTC,269.2668947,238.1595237,275.2871279,239.9029001,228.5806995,95.64536313,163.105072,225.4369271,234.1275122,254.1811895,267.0369219,98.5949462,278.5949462
A.D. 2019-Nov-26 12:20:00.0000 UTC,269.1109209,237.9380512,275.210074,240.2759452,229.1954101,96.19906877,164.7612664,226.142796,234.4166714,253.9683189,257.4651596,98.5327367,278.5327367
A.D. 2019-Nov-27 12:20:00.0000 UTC,268.8630856,237.7258788,275.1321661,240.6451543,229.8012206,96.76194208,166.4364738,226.837647,234.7039523,253.7604379,249.0057157,98.4751433,278.4751433
