time,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,ceres,sun,moon
A.D. 2019-Jun-21 12:20:00.0000 UTC,280.84515727832746,298.32794649867316,281.8834779294349,117.04203511492624,103.03917915672764,319.82598716252517,31.731253152139878,101.60569798470392,122.42816413949207,292.35040981347936,85.9761767886817
A.D. 2019-Jun-22 12:20:00.0000 UTC,280.4171946165461,298.3105360204025,281.874679796328,117.57447225479912,103.44043032681772,320.8222990500231,33.734670623345515,101.97856146818904,123.16968758939116,292.32591963226133,73.65329527567506
A.D. 2019-Jun-23 12:20:00.0000 UTC,280.0060784054578,298.28357930767083,281.86424784772186,118.11408121238014,103.84325733668771,321.83728577776867,35.67164533386097,102.35213403999576,123.92119369098477,292.2952815308897,54.85752242267565
A.D. 2019-Jun-24 12:20:00.0000 UTC,279.6148649134095,298.24705403045044,281.8522327224775,118.66104378670086,104.24781777984279,322.8711722396543,37.542702282707964,102.72656774063348,124.68281869858696,292.2585328588036,28.503721817177855
A.D. 2019-Jun-25 12:20:00.0000 UTC,279.246640526071,298.2009430082327,281.83868477285733,119.21554338057315,104.65426735515535,323.9241553242407,39.3487889771404,103.10201171163787,125.45468917922705,292.2157143290696,1.1279463759195805
A.D. 2019-Jun-26 12:20:00.0000 UTC,278.90450391924895,298.14523424097575,281.8236541244329,119.77776483203407,105.06276019605109,324.9964002735922,41.09120137781276,103.47861259569358,126.23692103183602,292.1668700444835,340.6211290935468
A.D. 2019-Jun-27 12:20:00.0000 UTC,278.59154741041993,298.0799212122409,281.8071909417401,120.3478944465391,105.47344935508184,326.08803739497483,42.77151618870927,103.85651508935509,127.02961874175108,292.11204777893755,326.9359550863844
A.D. 2019-Jun-28 12:20:00.0000 UTC,278.31083727833544,298.0050030495995,281.7893456275625,120.92611980295332,105.88648714256884,327.1991581996952,44.39152898413214,104.23586235967295,127.83287432561069,292.0512991827408,317.4016525243431
A.D. 2019-Jun-29 12:20:00.0000 UTC,278.06539334801187,297.92048486430815,281.77016921852004,121.51262967773779,106.30202558923487,328.3298117747855,45.95320002047779,104.61679658178349,128.64676643967024,291.98468018512864,310.13149837425595
A.D. 2019-Jun-30 12:20:00.0000 UTC,277.8581675399838,297.82637795450216,281.74971373754164,122.10761379316601,106.72021676431044,329.4800008776991,47.45860700711008,104.99945935825643,129.47135933541978,291.91225130408316,304.0360543938527
A.D. 2019-Jul-01 12:20:00.0000 UTC,277.6920209404238,297.7226996057318,281.72803223821654,122.71126215799244,107.14121275488432,330.64967744366953,48.90990418504935,105.38399178279131,130.30670145518687,291.8340775723919,298.44285802283383
A.D. 2019-Jul-02 12:20:00.0000 UTC,277.56969916729486,297.6094727250932,281.7051786063308,123.32376438521077,107.5651654495212,331.83873852447243,50.30928821682454,105.77053428804736,131.15282426916295,291.75022818946405,292.8519151069092
A.D. 2019-Jul-03 12:20:00.0000 UTC,277.49380525056307,297.4867250247048,281.68120677686716,123.9453087997293,107.99222592724504,333.047022199768,51.65896906268821,106.15922604160069,132.00974113976622,291.66077556823916,286.77803504708686
A.D. 2019-Jul-04 12:20:00.0000 UTC,277.46676969189565,297.35448796884214,281.6561694932182,124.57608161126178,108.4225437012173,334.27430366987875,52.96114511781313,106.55020413496409,132.87744645049912,291.56579393724996,279.60273090013226
A.D. 2019-Jul-05 12:20:00.0000 UTC,277.4908180551582,297.2127961807478,281.6301172902559,125.21626685301241,108.85626652617044,335.52029249629015,54.21798318182875,106.94360325055824,133.75591566299536,291.46535818855057,270.36347539739234
A.D. 2019-Jul-06 12:20:00.0000 UTC,277.5679363897727,297.06168752049666,281.6030981261856,125.86604708133949,109.29354104400831,336.78463071018183,55.43160302844592,107.33955616950544,134.64510604729213,291.35954332075033,257.4259977910462
A.D. 2019-Jul-07 12:20:00.0000 UTC,277.69983467654055,296.9012036725278,281.5751577262139,126.5256043597714,109.73451407480505,338.0668911733904,56.604066255716134,107.73819496015876,135.54495739517122,291.2484244771543,238.35054049041042
A.D. 2019-Jul-08 12:20:00.0000 UTC,277.88790811269484,296.731390651844,281.5463401493412,127.19512064241466,110.17933384209452,339.36657520661225,57.737368337531606,108.13965218933326,136.45539171302022,291.1320770995272,212.14075699008328
A.D. 2019-Jul-09 12:20:00.0000 UTC,278.133196524747,296.55229923111864,281.51668840993693,127.87477763003507,110.62815092137804,340.6831105106551,58.83343389452224,108.54406192462866,137.37631225687244,291.0105771547771,184.74609568354813
A.D. 2019-Jul-10 12:20:00.0000 UTC,278.43634224799257,296.36398525360903,281.4862449558581,128.56475626165212,111.08111879789942,342.01585004966586,59.89411437865721,108.95156037608831,138.30760231923202,290.88400133846307,163.70264010645556
A.D. 2019-Jul-11 12:20:00.0000 UTC,278.7975468134556,296.1665095486035,281.45505168639664,129.26523562223923,111.53839381656842,343.3640712496764,60.92118661006632,109.36228594108007,139.24912353436608,290.75242695319236,149.30991451798818
A.D. 2019-Jul-12 12:20:00.0000 UTC,279.21652748421667,295.95993759971304,281.4231496338578,129.97639152578654,112.00013474134217,344.726975743361,61.91635189059895,109.77637885370423,140.20071401910027,290.61593157309665,139.09763572296131
A.D. 2019-Jul-13 12:20:00.0000 UTC,279.6924751219917,295.74433920787516,281.3905785551881,130.69839511771363,112.46650223179869,346.10369011695366,62.88123583480528,110.19398073753881,141.16218675421632,290.4745927107425,131.2208949977712
A.D. 2019-Jul-14 12:20:00.0000 UTC,280.22401512582496,295.51978829266284,281.3573766072472,131.43141169764678,112.93765843862478,347.4932679066483,63.81738897517764,110.6152342617537,142.133328435567,290.32848762578243,124.60109465401811
A.D. 2019-Jul-15 12:20:00.0000 UTC,280.8091732345533,295.2863626969623,281.32358003152854,132.17559954308066,113.41376663043829,348.8946922857904,64.72628771517707,111.04028282500809,143.11389847940183,290.17769316058485,118.58898111705577
A.D. 2019-Jul-16 12:20:00.0000 UTC,281.44534845036384,295.0441441184609,281.2892229830074,132.93110888753984,113.89499098747363,350.30687972839934,65.60933582900877,111.46927040274271,144.10362838218285,290.0222857205873,112.74123018601513
A.D. 2019-Jul-17 12:20:00.0000 UTC,282.12929550148664,294.79321832993264,281.2543376694127,133.69808130566773,114.38149673927656,351.728685144197,66.46786677174384,111.90234172937582,145.1022217780993,289.86234155214953,106.69385728176628
A.D. 2019-Jul-18 12:20:00.0000 UTC,282.8571187163788,294.53367530146755,281.2189544767122,134.47664890577656,114.87345027309387,353.1589072581013,67.30314602717212,112.339642463935,146.1093544132931,289.69793695420435,100.07971328394085
A.D. 2019-Jul-19 12:20:00.0000 UTC,283.62427939274363,294.26560928862057,281.1831021293337,135.26693341792057,115.37101925982607,354.59629448903166,68.11637367284561,112.78131938414595,147.12467418686458,289.5291484687753,92.45862480528385
A.D. 2019-Jul-20 12:20:00.0000 UTC,284.4256184320537,293.9891190215111,281.14680799167485,136.06904542002218,115.87437292469555,356.0395518542351,68.90868739817176,113.22752072615063,148.14780160300842,289.3560531657507,83.24820636718074
A.D. 2019-Jul-21 12:20:00.0000 UTC,285.25539525927155,293.7043079421664,281.1100984485496,136.88308365697637,116.38368240487115,357.4873487815999,69.68116580208137,113.678396610989,149.17833059059942,289.17872896739533,71.68197981263853
A.D. 2019-Jul-22 12:20:00.0000 UTC,286.10734299449365,293.41128414530715,281.07299903356574,137.70913386308303,116.89912081231432,358.9383266323828,70.43483129367061,114.13409919760151,150.2158289149677,288.99725468398947,56.93850981978587
A.D. 2019-Jul-23 12:20:00.0000 UTC,286.974739443898,293.1101602011703,281.0355344447655,138.54726734030606,117.42086315192415,0.3911063821789296,71.17065286095492,114.59478270532101,151.2598385168903,288.8117099313935,38.78266531138239
A.D. 2019-Jul-24 12:20:00.0000 UTC,287.85049294541795,292.80105345406724,280.9977289854247,139.39754034059962,117.94908672762851,1.8442982703874464,71.88954958558311,115.06060389840314,152.30987713357857,288.62217551321544,18.670678488439485
A.D. 2019-Jul-25 12:20:00.0000 UTC,288.7272398429795,292.48408609706473,280.95960680173994,140.2599929838678,118.48397126827604,3.2965107992947877,72.59239362392326,115.53172231776314,153.36543951881941,288.428733620988,359.50978688806015
A.D. 2019-Jul-26 12:20:00.0000 UTC,289.59745020583415,292.1593850498664,280.9211919412487,141.13464765278087,119.02569874706268,4.746358917590162,73.28001272674466,116.00830024362524,154.42599820011185,288.2314678897211,343.3318358879655
A.D. 2019-Jul-27 12:20:00.0000 UTC,290.45353827816206,291.827082132822,280.882508696827,142.0215077564056,119.57445341967396,6.192472909487554,73.95319309933133,116.49050288101364,155.4910049585213,288.0304637957535,330.28164199310237
A.D. 2019-Jul-28 12:20:00.0000 UTC,291.28797318687094,291.4873144077343,280.84358213407796,142.92055673619527,120.13042195731207,7.633507583669728,74.61268241348652,116.9784986459782,156.55989290623572,287.8258092762416,319.5820029384514
A.D. 2019-Jul-29 12:20:00.0000 UTC,292.0933850242502,291.14022417205587,280.8044383227671,143.83175654658584,120.69379313196674,9.068150321418017,75.25919229068656,117.47245903222608,157.63207824130222,287.61759504520836,310.3733980646739
A.D. 2019-Jul-30 12:20:00.0000 UTC,292.8626622652775,290.78595851337815,280.76510415689904,144.7550457954483,121.26475705917923,10.495128202147312,75.89340025228358,117.97255803298944,158.70696198037868,287.40591444840686,301.94663244338375
A.D. 2019-Jul-31 12:20:00.0000 UTC,293.5890376378888,290.42466864126067,280.7256069258829,145.69033847464814,121.84350448451609,11.913215349707134,76.51595146240535,118.47897152885096,159.78393278670913,287.19086297513314,293.7161710303441
A.D. 2019-Aug-01 12:20:00.0000 UTC,294.266160091748,290.05650870245154,280.6859733283149,146.63752291501785,122.43022598613504,13.321239201949362,77.12745970249702,118.99187650914659,160.8623701616779,286.9725370477861,285.13536938315445
A.D. 2019-Aug-02 12:20:00.0000 UTC,294.88815247745947,289.68163447096424,280.64622831809464,147.59646129467026,123.0251115869482,14.718085714202676,77.72850799256095,119.51145062614471,161.94164801668163,286.7510324356913,275.60542695803866
A.D. 2019-Aug-03 12:20:00.0000 UTC,295.4496559984245,289.3002025505383,280.60639447740124,148.56698997291295,123.62835127851466,16.10270399920978,78.31964974546682,120.03787263708277,163.02113863565603,286.5264429840492,264.39380699673575
A.D. 2019-Aug-04 12:20:00.0000 UTC,295.94586289276845,288.9123702165318,280.5664921261316,149.5489199815893,124.24013614354656,17.474110222670127,78.90141081516131,120.57132352577742,164.10021617200718,286.2988599299979,250.62643882288228
A.D. 2019-Aug-05 12:20:00.0000 UTC,296.37253915949435,288.51829570783815,280.52653998525767,150.5420371730466,124.86065948979919,18.831391044660265,79.47429234605073,121.1119877683175,165.178259348222,286.06837177560874,233.58373606913116
A.D. 2019-Aug-06 12:20:00.0000 UTC,296.7260391686378,288.1181384465297,280.4865558005408,151.54610157855006,125.49011729945929,20.173706346825405,80.03877364106503,121.66005404058349,166.25465312981032,285.8350642973389,213.62503169771114
A.D. 2019-Aug-07 12:20:00.0000 UTC,297.0033143874806,287.71205891566535,280.4465565700708,152.56084616241063,126.1287078529702,21.500291103990712,80.59531442657011,122.21571516919727,167.328789742931,285.5990204400598,193.0142757767424
A.D. 2019-Aug-08 12:20:00.0000 UTC,297.20191868886394,287.3002182455948,280.40655839928195,153.5859754568885,126.77663083394407,22.8104563609736,81.14435637405232,122.77916757745031,168.40006956820412,285.360320108738,174.56609567816082
A.D. 2019-Aug-09 12:20:00.0000 UTC,297.3200125102984,286.8827776506062,280.3665761685245,154.6211644074155,127.43408626204581,24.10358927108239,81.6863240576144,123.35061055094737,169.46790217878169,285.1190399521086,159.45632452307342
A.D. 2019-Aug-10 12:20:00.0000 UTC,297.3563675791683,286.45989779476963,280.32662316178096,155.6660575065689,128.1012734338768,25.379152182788072,82.221625589507,123.93024550700576,170.5317075103311,284.8752531848483,147.3010821551793
A.D. 2019-Aug-11 12:20:00.0000 UTC,297.3103733172913,286.03173828851516,280.28671087770584,156.72026855705016,128.7783901402544,26.636681301889663,82.75065329773709,124.51827552581994,171.590917485584,284.6290296033622,137.25860374261524
A.D. 2019-Aug-12 12:20:00.0000 UTC,297.1820448937165,285.59845752300345,280.24684906618154,157.78338110413716,129.46563219870407,27.875785095039568,83.27378455977932,125.1149051839288,172.6449780777972,284.38043580723576,128.5805694580758
A.D. 2019-Aug-13 12:20:00.0000 UTC,296.97203120425917,285.1602128376485,280.20704554973094,158.85494842221232,130.16319261639106,29.09614127697619,83.79138230723406,125.72034007412769,173.69335050209042,284.12953517039637,120.70429871479715
A.D. 2019-Aug-14 12:20:00.0000 UTC,296.68162098445634,284.7171615686872,280.16730626751735,159.93449413044286,130.8712610137494,30.297493844806183,84.30379575540223,126.33478658234164,174.73551276495536,283.8763880183439,113.2073674863672
A.D. 2019-Aug-15 12:20:00.0000 UTC,296.31274378475035,284.2694617381861,280.12763561800074,161.02151365234198,131.59002343608879,31.479650419332174,84.81136143412435,126.95845203368106,175.77096177118733,283.6210520950058,105.74801235702934
A.D. 2019-Aug-16 12:20:00.0000 UTC,295.86796123491274,283.81727081802126,280.0880366415642,162.11547536722549,132.3196618397259,32.642478691876434,85.31440399214263,127.59154456380287,176.79921468349372,283.363582852295,98.01642817847817
A.D. 2019-Aug-17 12:20:00.0000 UTC,295.35044448364664,283.360744111587,280.04851102819975,163.2158214086508,133.06035319647378,33.7859021420955,85.81323679007166,128.23427266494878,177.81980952802036,283.104033547778,89.69712001101328
A.D. 2019-Aug-18 12:20:00.0000 UTC,294.76393488429267,282.9000347200735,280.00905942157425,164.32196936016268,133.8122689721063,34.909896443417765,86.30816282426225,128.88684508108582,178.83230643071855,282.8424556304876,80.44188639669132
A.D. 2019-Aug-19 12:20:00.0000 UTC,294.1126854984726,282.4352942283564,279.96968175592065,165.43331423293262,134.57557459507947,36.01448591014658,86.79947567480987,129.54947070144462,179.83628878460178,282.5788991456012,69.86301355120099
A.D. 2019-Aug-20 12:20:00.0000 UTC,293.4013830951259,281.96667309210125,279.9303774178552,166.5492302079641,135.35042858276606,37.09973954845426,87.2874602433897,130.2223581510797,180.8313637992732,282.31341295208335,57.577644819332455
A.D. 2019-Aug-21 12:20:00.0000 UTC,292.63505329315313,281.49432093194537,279.8911455629271,167.66907298977287,136.1369818662115,38.165767595563004,87.7723936656386,130.90571556138113,181.81716334948882,282.04604510100035,43.359263412566776
A.D. 2019-Aug-22 12:20:00.0000 UTC,291.8189530962952,281.0183866183023,279.85198534168524,168.79218207550542,136.935376885848,39.21271790613567,88.25454603233557,131.59975013747714,182.7933443899593,281.77684314074554,27.415492879696338
A.D. 2019-Aug-23 12:20:00.0000 UTC,290.95845714962445,280.5390183074818,279.81289609393417,169.91788301606903,137.74574650694504,40.24077233800429,88.73418107972819,132.30466756566832,183.75958906098472,281.5058544297921,10.595217111242585
A.D. 2019-Aug-24 12:20:00.0000 UTC,290.05894506151117,280.0563637075243,279.773877743781,171.04549022160913,138.5682131163943,41.25014366644218,89.21155699739914,133.02067157928894,184.71560510489238,281.2331267139867,354.13232925455316
A.D. 2019-Aug-25 12:20:00.0000 UTC,289.1256963668752,279.5705703109236,279.7349311151228,172.17430957534657,139.4028873973522,42.24107239707528,89.68692707919033,133.7479632203237,185.66112589103017,280.9587086968253,338.99132543899805
A.D. 2019-Aug-26 12:20:00.0000 UTC,288.1637988259898,279.08178554282415,279.69605811123887,173.3036408826366,140.24986673644378,43.21382353246995,90.16054015880067,134.48673972898274,186.59591016268382,280.6826505402412,325.48782787663464
A.D. 2019-Aug-27 12:20:00.0000 UTC,287.17807416172434,278.59015695132763,279.6572618996224,174.43278091245014,141.10923373740826,44.16868382340978,90.63264098450657,135.2371934421064,187.51974232146958,280.40500439280294,313.42345531706366
A.D. 2019-Aug-28 12:20:00.0000 UTC,286.17302284474687,278.09583213907956,279.61854684982427,175.56102680314183,141.981054750827,45.10595908557442,91.10347028746229,135.99951057822028,188.43243298060528,280.125824579062,302.37226712327464
A.D. 2019-Aug-29 12:20:00.0000 UTC,285.1527875395656,277.59895805119,279.57991792960394,176.68767917564915,142.86537817618168,46.02597088703434,91.57326428212782,136.77386968365866,189.3338190437268,279.8451669775817,291.857271085567
A.D. 2019-Aug-30 12:20:00.0000 UTC,284.1211339827559,277.09967991600416,279.5413799204314,177.81204537415402,143.76223319450355,46.929053028864146,92.04225408899583,137.56044038634144,190.2237636154018,279.5630878128614,281.4081030977687
A.D. 2019-Aug-31 12:20:00.0000 UTC,283.0814471559199,276.59814029728216,279.50293657921907,178.9334427954749,144.67162923573005,47.81554830105514,92.5106657091757,138.35938284178314,191.1021556661665,279.2796422943113,270.5617684337586
A.D. 2019-Sep-01 12:20:00.0000 UTC,282.03674010646233,276.0944787735076,279.464588753433,180.05120236629728,145.59355619633752,48.68580632335826,92.97872108291449,139.17084796644895,191.96890961490053,278.99488367431996,258.85637949622026
A.D. 2019-Sep-02 12:20:00.0000 UTC,280.9896718227266,275.58883220210356,279.42633051134635,181.16467178926254,146.5279847101337,49.540182621578396,93.44663995971952,139.99497780758256,192.8239646493621,278.7088628208202,245.8613314972532
A.D. 2019-Sep-03 12:20:00.0000 UTC,279.94256861361987,275.08133469485773,279.3881507250596,182.27321708969714,147.4748648886671,50.37903764536502,93.91464132826565,140.83190452072103,193.66728253418813,278.421627599725,231.29590182368352
A.D. 2019-Sep-04 12:20:00.0000 UTC,278.89745088042616,274.572117643271,279.3500447256769,183.3762243711773,148.43412482124583,51.20273636886724,94.38294445349095,141.68174900720717,194.4988458071395,278.1332225498549,215.2595917574952
A.D. 2019-Sep-05 12:20:00.0000 UTC,277.85607949451696,274.061309607499,279.312014945845,184.47310151955696,149.40566890913968,52.011647667197856,94.85176926811263,142.5446192568603,195.31865611043517,277.84368869249386,198.43278966220504
A.D. 2019-Sep-06 12:20:00.0000 UTC,276.8199699053247,273.5490358434003,279.27406212709457,185.563278917922,150.38937557952414,52.8061427232127,95.3213360257448,143.42060801266564,196.126731815273,277.5530631801159,181.91857012969012
A.D. 2019-Sep-07 12:20:00.0000 UTC,275.790411705217,273.0354181031796,279.236182690436,186.64621053570667,151.38509558312046,53.58659356642489,95.79186504315572,144.30979085624347,196.92310627303036,277.26137932326003,166.69143924364886
A.D. 2019-Sep-08 12:20:00.0000 UTC,274.768505001,272.52057486190466,279.19837003732397,187.7213756868045,152.39265119314697,54.35337210696963,96.2635768316673,145.21222500600686,197.70782697097601,276.9686670614357,153.18426573843269
A.D. 2019-Sep-09 12:20:00.0000 UTC,273.7551849748506,272.00462134066987,279.1606154285802,188.7882798553191,153.41183498581663,55.10684876855511,96.73669206547159,146.1279476356582,198.48095408125752,276.67495319263764,141.33264579381188
A.D. 2019-Sep-10 12:20:00.0000 UTC,272.7512431392027,271.48766957878155,279.1229083354239,189.84645536755193,154.442408786809,55.84739131033226,97.2114316608143,147.05697422463967,199.24255913208282,276.38026160384254,130.8273105481593
A.D. 2019-Sep-11 12:20:00.0000 UTC,271.75734718343983,270.969828873166,279.08523689637144,190.89546278250862,155.48410356586078,56.575364368932284,97.68801727972937,147.9992976426349,199.9927245891571,276.08461383118777,121.30417992102815
A.D. 2019-Sep-12 12:20:00.0000 UTC,270.7740584718424,270.45120583785683,279.0475878993859,191.934891050734,156.53661862144105,57.29112849915004,98.16667149087351,148.95488647067776,200.73154253261228,275.7880292102629,112.42479188515249
A.D. 2019-Sep-13 12:20:00.0000 UTC,269.8018477330338,269.93190460036897,279.0099468771849,192.9643577787222,157.5996211751343,57.995039537564324,98.64761808687565,149.9236835663172,201.4591136579536,275.4905251535369,103.89184039251991
A.D. 2019-Sep-14 12:20:00.0000 UTC,268.8411092486031,269.41202729463254,278.9722984969793,193.98350996641037,158.67274675090152,58.68744847138047,99.1310827084486,150.9056052187731,202.17554692885804,275.1921177248389,95.438631230738
A.D. 2019-Sep-15 12:20:00.0000 UTC,267.892173258032,268.8916743795654,278.934626767168,194.9920239968064,159.75559924298614,59.36870107070564,99.617293290078,151.90053990053426,202.8809587588186,274.89282203961045,86.81099536559108
A.D. 2019-Sep-16 12:20:00.0000 UTC,266.95531681159406,268.3709448215598,278.8969150954573,195.98960502298198,160.84775073245322,60.039137380566785,100.10648035399693,152.90834666214613,203.5754718599076,274.59265252907363,77.74893358754773
A.D. 2019-Sep-17 12:20:00.0000 UTC,266.030773580395,267.8499364616217,278.85914652275,196.97598661719692,161.94874183858116,60.69909155518646,100.59887747416805,153.92885388728104,204.25921453113853,274.2916233881641,67.9724140422566
A.D. 2019-Sep-18 12:20:00.0000 UTC,265.1187428350035,267.3287466004749,278.8213041670193,197.95093079081002,163.05808275281376,61.34889205301379,101.09472194751514,154.96185855633837,204.93232046269853,273.9897492384297,57.179216458336256
A.D. 2019-Sep-19 12:20:00.0000 UTC,264.2193973629298,266.8074724104498,278.7833714749232,198.9142274413661,164.17525404139752,61.988861628662995,101.59425526344359,156.0071251906823,205.59492818236,273.687045614758,45.072277886086674
A.D. 2019-Sep-20 12:20:00.0000 UTC,263.332890645762,266.2862113466384,278.7453324519074,199.8656936769136,165.29970761892858,62.6193173626948,102.09772353153791,157.06438485645887,206.24718053640171,273.38352945631243,31.445216399649247
A.D. 2019-Sep-21 12:20:00.0000 UTC,262.45936351365884,265.7650616378276,278.70717194324016,200.80517320325646,166.43086806887916,63.2405708062011,102.6053779270648,158.1333344065465,206.8892243629493,273.079219691959,16.341730346307337
A.D. 2019-Sep-22 12:20:00.0000 UTC,261.5989503476271,265.24412280032055,278.66887588904046,201.73253563542832,167.568134149735,63.852928127719814,103.11747505985001,159.2136358249972,207.52121022431797,272.7741378701101,0.21601871567407332
A.D. 2019-Sep-23 12:20:00.0000 UTC,260.75178509288776,264.7234962610962,278.6304316186289,202.64767600528893,168.71088075240039,64.45669035287918,103.63427732608416,160.30491593212008,208.14329243865242,272.4683089170049,343.89406078028685
A.D. 2019-Sep-24 12:20:00.0000 UTC,259.9180066223888,264.20328579682706,278.59182786702917,203.5505139484512,169.8584607665758,65.05215331832628,104.15605292908337,161.40676595251702,208.75562893521302,272.1617617124386,328.2345635822718
A.D. 2019-Sep-25 12:20:00.0000 UTC,259.09776403178336,263.68359776951024,278.55305451214167,204.44099279014725,171.01020714627649,65.63960736561782,104.68307562566727,162.51874123857652,209.35838110895403,271.8545294275263,313.7541346034332
A.D. 2019-Sep-26 12:20:00.0000 UTC,258.29122176437227,263.1645412525566,278.51410217599084,205.31907886518357,172.16543571444112,66.21933691023558,105.21562447623823,163.6403617234489,209.95171394816128,271.54664963182773,300.53165731796514
A.D. 2019-Sep-27 12:20:00.0000 UTC,257.4985639274109,262.64622764462706,278.47496154317787,206.18476036597937,173.3234480871875,66.7916196539563,105.75398360360678,164.77111262616322,210.53579576363072,271.23816383730014,288.34838530770395
A.D. 2019-Sep-28 12:20:00.0000 UTC,256.7199986641153,262.1287701179949,278.4356227553596,207.03804580446788,174.48353474703597,67.35672587682342,106.29844244035436,165.91044554739344,211.1107975765117,270.929116657102,276.8557985978048
A.D. 2019-Sep-29 12:20:00.0000 UTC,255.95576255797263,261.6122834705189,278.3960752121835,207.8789623225608,175.6449781517715,67.91491836811244,106.84929675690199,167.0577798995007,211.67689235780568,270.6195548738472,265.6745812681432
A.D. 2019-Sep-30 12:20:00.0000 UTC,255.20612551141437,261.09688404916204,278.356307907523,208.70755443701427,176.80705606867156,68.46645339538266,107.40685038362456,168.21250481857314,212.23425460707168,270.30952672340163,254.4341693196905
A.D. 2019-Oct-01 12:20:00.0000 UTC,254.47139598264613,260.58269003717004,278.31630995825026,209.52388337882363,177.96904513063794,69.01158237343995,107.9714169938928,169.37398149925158,212.78306036401875,269.99908137492406,242.78833086408585
A.D. 2019-Oct-02 12:20:00.0000 UTC,253.751925978114,260.0698212703139,278.2760704474261,210.32802583104,179.1302233697757,69.55055298416903,108.54332081343144,170.54154473478098,213.32348654928848,269.688268043397,230.43736637647675
A.D. 2019-Oct-03 12:20:00.0000 UTC,253.04811616801948,259.5583987431673,278.2355778700349,211.12007250096215,180.28987256793891,70.0836096480173,109.12289655810206,171.7145045207679,213.85571008526543,269.377135123112,217.18002132944986
A.D. 2019-Oct-04 12:20:00.0000 UTC,252.36042173664575,259.0485443150472,278.19481976579567,211.90012707138283,181.44728127506048,70.61099371115102,109.71048935360243,172.89214862065126,214.3799073887439,269.06572985043454,203.00181305922985
A.D. 2019-Oct-05 12:20:00.0000 UTC,251.6893588413047,258.54038038921203,278.15378234471103,212.668304729623,182.6017474107978,71.1329431779889,110.30645451809907,174.07374504607031,214.89625357089844,268.75409819196915,188.16169716880356
A.D. 2019-Oct-06 12:20:00.0000 UTC,251.03551191872987,258.0340297475109,278.11245025217494,213.4247305833836,183.75258061520717,71.6496923539368,110.91115744920492,175.2585445919176,215.40492163196288,268.44228497028234,173.18281433561646
A.D. 2019-Oct-07 12:20:00.0000 UTC,250.39954211929768,257.52961568256353,278.07080665629377,214.1695385062994,184.899104849313,72.16147176919313,111.52497389186735,176.44578396382875,215.90608211407792,268.13033429977224,158.6837543101325
A.D. 2019-Oct-08 12:20:00.0000 UTC,249.78219674187642,257.02726221740016,278.0288334249231,214.90287014168229,186.0406609455561,72.66850824303765,112.14829035278851,177.6346891057229,216.39990292385158,267.81829008733934,145.14303890089803
A.D. 2019-Oct-09 12:20:00.0000 UTC,249.1843196066692,256.52709423621343,277.9865112209085,215.62487384960838,187.17660901209118,73.17102494893489,112.78150446088736,178.82447842740314,216.886549093236,267.50619630334404,132.7708523468898
A.D. 2019-Oct-10 12:20:00.0000 UTC,248.60686255277287,256.02923757880194,277.94381958693924,216.3357037483489,188.30633046901684,73.66924154048324,113.4250253473798,180.01436612623715,217.366182595322,267.1940971939422,121.53660498362137
A.D. 2019-Oct-11 12:20:00.0000 UTC,248.05089828441467,255.53381917427157,277.9007371110354,217.03551896771165,189.42923005448657,74.1633743953779,114.07927414140993,181.2035657634493,217.838962319796,266.88203770294723,111.26652584754723
A.D. 2019-Oct-12 12:20:00.0000 UTC,247.51763469437103,255.04096718593124,277.8572416459786,217.72448300422818,190.54473777249973,74.65363692063364,114.7446845267365,182.3912939425523,218.30504410697387,266.57006372860604,101.72761097386446
A.D. 2019-Oct-13 12:20:00.0000 UTC,247.0084306551445,254.5508109990144,277.81331039716844,218.40276281863828,191.65231017994896,75.14023972790292,115.42170308136153,183.5767735672279,218.76458051038173,266.2582222354684,92.67262161437031
A.D. 2019-Oct-14 12:20:00.0000 UTC,246.5248136742537,254.06348126897058,277.76892009697355,219.07052805416924,192.75143148513007,75.62339088546489,116.11078963747721,184.75923662595935,219.21772064244175,265.9465615555051,83.85391562504931
A.D. 2019-Oct-15 12:20:00.0000 UTC,246.06849970519443,253.57911015310933,277.72404737568155,219.72795057648162,193.84161472978715,76.10329635195474,116.81241779365088,185.93792759481437,219.66461029793598,265.63513186300463,75.01897756921908
A.D. 2019-Oct-16 12:20:00.0000 UTC,245.6414151384378,253.09783161421845,277.67866919528433,220.37520413547927,194.92240278579587,76.58016046680594,117.5270753918245,187.112107349028,220.10539217204825,265.32398578085775,65.89631818994461
A.D. 2019-Oct-17 12:20:00.0000 UTC,245.24572100176047,252.6197817335432,277.632763255448,221.0124640685532,195.99336906913052,77.05418642858156,118.25526484157328,188.28105550301743,220.54020609512372,265.0131789856201,56.17719696328274
A.D. 2019-Oct-18 12:20:00.0000 UTC,244.88383934440273,252.1450989914094,277.5863083201273,221.6399070124112,197.0541179536989,77.52557671440717,118.99750321132687,189.4440731694092,220.9691892514251,264.7027707837205,45.50044122362415
A.D. 2019-Oct-19 12:20:00.0000 UTC,244.55848182722562,251.67392463387299,277.5392845859386,222.2577108537245,198.10428525756384,77.99453354410494,119.75432227289316,190.60048573737168,221.3924765972535,264.39282476576744,33.45876962831345
