time,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,ceres
A.D. 2019-Jan-13 12:20:00.0000 UTC,1.3996953016153921,0.7296883769977454,1.3673821339064396,6.078454348923239,11.026294240759572,19.740488741245642,30.54264123667003,34.70278554962001,3.0474623393942215
A.D. 2019-Jan-14 12:20:00.0000 UTC,1.4043615797333806,0.7372740939584896,1.3759450684579537,6.068018770348737,11.023169761476645,19.757600435740947,30.55613554081354,34.70272561208806,3.0368368349375165
A.D. 2019-Jan-15 12:20:00.0000 UTC,1.4085086050661764,0.7448558221840966,1.3845150064806844,6.057409546387686,11.019788268663635,19.774734550099595,30.569439926805465,34.70237216294751,3.0261321973926316
A.D. 2019-Jan-16 12:20:00.0000 UTC,1.4121360350834276,0.752433127893284,1.3930915697910058,6.046628819153634,11.016150892371273,19.79188575444799,30.58255081684729,34.70172588927251,3.0153497920431884
A.D. 2019-Jan-17 12:20:00.0000 UTC,1.41524245001079,0.7600055656476168,1.4016744475806184,6.035678731068421,11.012258821351441,19.809048811404804,30.59546477027301,34.70078757367789,3.0044909495029035
A.D. 2019-Jan-18 12:20:00.0000 UTC,1.4178252954710029,0.7675726589588229,1.4102634050514546,6.024561401281547,11.008113280569946,19.82621859265055,30.60817848132201,34.69955807263177,2.993556944901574
A.D. 2019-Jan-19 12:20:00.0000 UTC,1.4198808140451051,0.7751338774237985,1.4188582855759515,6.013278898154719,11.003715500282368,19.843390090179568,30.620688765992487,34.69803828528497,2.9825489763897286
A.D. 2019-Jan-20 12:20:00.0000 UTC,1.4214039667834788,0.7826886152357098,1.4274590006952699,6.0018332135776005,10.999066679972849,19.860558415190354,30.63299253404877,34.696229115316385,2.971468149483576
A.D. 2019-Jan-21 12:20:00.0000 UTC,1.4223883497028704,0.7902361786726728,1.4360655040424612,5.99022624818964,10.994167955308223,19.87771877829806,30.645086746455135,34.69413143344518,2.9603154756380334
A.D. 2019-Jan-22 12:20:00.0000 UTC,1.4228261136716882,0.7977757900132296,1.4446777506693531,5.978459816483386,10.98902037932201,19.89486644990005,30.65696836537904,34.69174605214054,2.9490918914575306
A.D. 2019-Jan-23 12:20:00.0000 UTC,1.422707895842996,0.8053066105408703,1.4532956503228782,5.966535675162663,10.983624926769433,19.911996707872955,30.66863430976227,34.689073722810605,2.9377982979726203
A.D. 2019-Jan-24 12:20:00.0000 UTC,1.4220227657652498,0.8128277776051738,1.461919027293789,5.954455568979646,10.977982522492448,19.929104786354305,30.680081429457722,34.68611515819567,2.9264356109860685
A.D. 2019-Jan-25 12:20:00.0000 UTC,1.4207581822940751,0.8203384450324738,1.4705475970353683,5.94222128136913,10.97209408528555,19.946185839135016,30.69130650389024,34.682871072917806,2.915004808900478
A.D. 2019-Jan-26 12:20:00.0000 UTC,1.4188999532781745,0.8278378163156739,1.4791809623429573,5.929834677106251,10.965960574287871,19.96323492422416,30.702306261657224,34.67934222954283,2.903506967226949
A.D. 2019-Jan-27 12:20:00.0000 UTC,1.4164321910449675,0.8353251650290218,1.487818624701664,5.9172977299869025,10.959583027308842,19.980247007616512,30.71307741153574,34.67552947883347,2.891943275927725
A.D. 2019-Jan-28 12:20:00.0000 UTC,1.4133372612403805,0.8427998427118916,1.496460003316165,5.904612535398209,10.952962586528002,19.9972169792691,30.723616675245406,34.6714337884779,2.8803150422899186
A.D. 2019-Jan-29 12:20:00.0000 UTC,1.4095957273728292,0.8502612778867635,1.5051044553182884,5.891781311822807,10.946100512354896,20.01413967391445,30.733920815885707,34.66705626009694,2.8686236848082274
A.D. 2019-Jan-30 12:20:00.0000 UTC,1.4051862966229978,0.8577089704741466,1.513751293433479,5.878806396177104,10.938998188843236,20.031009891671737,30.743986659980518,34.66239813737013,2.8568707232668036
A.D. 2019-Jan-31 12:20:00.0000 UTC,1.400085774087079,0.8651424848192399,1.52239979996192,5.865690236748699,10.931657124263516,20.047822416168987,30.75381111369964,34.65746080871637,2.845057768344821
A.D. 2019-Feb-01 12:20:00.0000 UTC,1.394269033438151,0.8725614431024656,1.5310492374893683,5.852435385843491,10.924078949458734,20.06457202984914,30.76339117488093,34.65224580721341,2.8331865122404314
A.D. 2019-Feb-02 12:20:00.0000 UTC,1.3877090127825522,0.879965519744043,1.539698857342186,5.839044492899088,10.916265415408285,20.08125352709882,30.772723942471362,34.646754809323276,2.82125872053944
A.D. 2019-Feb-03 12:20:00.0000 UTC,1.3803767456843619,0.8873544367103006,1.5483479067850403,5.8255202980050615,10.908218390479481,20.09786172606098,30.781806624517944,34.64098963304015,2.8092762249165255
A.D. 2019-Feb-04 12:20:00.0000 UTC,1.3722414391007474,0.8947279593360874,1.5569956356511914,5.811865625444069,10.899939857291676,20.11439147979607,30.79063654525868,34.63495223547565,2.797240916146681
A.D. 2019-Feb-05 12:20:00.0000 UTC,1.3632706123313605,0.9020858922743795,1.5656413027187548,5.7980833768862645,10.891431908923566,20.13083768710283,30.79921115140599,34.62864470965144,2.785154737001025
A.D. 2019-Feb-06 12:20:00.0000 UTC,1.3534303139652257,0.9094280753468269,1.5742841818439868,5.78417652407382,10.882696744262145,20.147195302985214,30.807528017473178,34.62206928029768,2.773019674923617
A.D. 2019-Feb-07 12:20:00.0000 UTC,1.3426854370567445,0.9167543792832668,1.5829235677177143,5.770148101071945,10.873736662494956,20.16345934857664,30.815584849983516,34.61522829864504,2.7608377545447143
A.D. 2019-Feb-08 12:20:00.0000 UTC,1.3310001561113074,0.924064701498883,1.5915587811464535,5.756001196308693,10.864554056946515,20.179624920353305,30.823379490563717,34.60812423640498,2.7486110302994167
A.D. 2019-Feb-09 12:20:00.0000 UTC,1.3183385125090479,0.9313589620893483,1.6001891739446905,5.741738944597546,10.855151408535727,20.195687198664313,30.83090991815009,34.60075967923223,2.73634157919616
A.D. 2019-Feb-10 12:20:00.0000 UTC,1.3046651771715072,0.9386371000898961,1.6088141337828412,5.727364519114214,10.845531279011496,20.211641455891662,30.838174250702455,34.59313731987222,2.724031493646004
A.D. 2019-Feb-11 12:20:00.0000 UTC,1.2899464198027144,0.945899069745346,1.6174330895635756,5.712881122922458,10.835696303788502,20.22748306480728,30.845170746802843,34.58525995087672,2.7116828738326295
A.D. 2019-Feb-12 12:20:00.0000 UTC,1.2741513119002883,0.9531448361107304,1.6260455179815951,5.698291979204606,10.825649183694093,20.243207507775434,30.851897807221913,34.57713045625397,2.6992978187698777
A.D. 2019-Feb-13 12:20:00.0000 UTC,1.2572531846808324,0.9603743688199086,1.6346509517251917,5.6836003189979,10.815392674348466,20.25881038720117,30.85835397589509,34.568751800789684,2.686878415008366
